gene	n_tfs
ENSG00000135454	88
ENSG00000255737	102
ENSG00000135446	98
ENSG00000111012	69
ENSG00000123427	88
ENSG00000275180	4
ENSG00000199179	57
ENSG00000221949	75
ENSG00000174206	91
ENSG00000183735	7
ENSG00000174106	28
ENSG00000175782	55
ENSG00000166225	38
ENSG00000166226	102
ENSG00000127328	26
ENSG00000135643	71
ENSG00000127329	17
ENSG00000139289	11
ENSG00000187109	82
ENSG00000091039	109
ENSG00000165891	95
ENSG00000270344	89
ENSG00000257594	89
ENSG00000271614	63
ENSG00000177889	55
ENSG00000278916	84
ENSG00000265861	107
ENSG00000227825	88
ENSG00000075415	43
ENSG00000166130	58
ENSG00000120868	73
ENSG00000120800	120
ENSG00000111696	84
ENSG00000166598	69
ENSG00000136044	58
ENSG00000120832	36
ENSG00000257548	11
ENSG00000008405	119
ENSG00000136045	47
ENSG00000110851	94
ENSG00000258072	72
ENSG00000198855	86
ENSG00000136003	14
ENSG00000110880	58
ENSG00000076248	36
ENSG00000256139	66
ENSG00000139436	67
ENSG00000174456	108
ENSG00000111229	12
ENSG00000196850	81
ENSG00000122986	72
ENSG00000258099	3
ENSG00000089234	64
ENSG00000111275	127
ENSG00000089022	99
ENSG00000135148	13
ENSG00000179295	93
ENSG00000135144	42
ENSG00000186710	6
ENSG00000139405	32
ENSG00000151176	73
ENSG00000174989	3
ENSG00000111445	3
ENSG00000089220	20
ENSG00000111707	11
ENSG00000277283	57
ENSG00000248008	58
ENSG00000088986	44
ENSG00000022840	93
ENSG00000167272	97
ENSG00000175970	107
ENSG00000122971	101
ENSG00000135124	97
ENSG00000284402	78
ENSG00000276045	84
ENSG00000272849	13
ENSG00000110987	2
ENSG00000175727	135
ENSG00000184047	104
ENSG00000139726	54
ENSG00000130783	3
ENSG00000256152	78
ENSG00000111325	35
ENSG00000256028	70
ENSG00000182196	36
ENSG00000051825	116
ENSG00000284425	23
ENSG00000150977	80
ENSG00000188026	97
ENSG00000247373	6
ENSG00000119242	28
ENSG00000073060	105
ENSG00000150990	96
ENSG00000256001	140
ENSG00000139370	42
ENSG00000214039	90
ENSG00000279905	96
ENSG00000279455	119
ENSG00000198598	87
ENSG00000256955	72
ENSG00000279283	80
ENSG00000255992	79
ENSG00000274670	94
ENSG00000185163	1
ENSG00000276693	74
ENSG00000256576	9
ENSG00000280287	47
ENSG00000112787	49
ENSG00000277052	34
ENSG00000204583	68
ENSG00000187848	72
ENSG00000177084	106
ENSG00000176894	91
ENSG00000201469	70
ENSG00000090615	14
ENSG00000198040	128
ENSG00000238132	50
ENSG00000196199	109
ENSG00000275964	82
ENSG00000121741	58
ENSG00000150456	74
ENSG00000132953	114
ENSG00000150457	112
ENSG00000165480	6
ENSG00000173141	8
ENSG00000151835	81
ENSG00000139505	69
ENSG00000152484	7
ENSG00000230641	88
ENSG00000122026	113
ENSG00000132963	88
ENSG00000139514	12
ENSG00000102781	35
ENSG00000189403	82
ENSG00000187676	15
ENSG00000120669	16
ENSG00000242715	112
ENSG00000250709	52
ENSG00000133103	101
ENSG00000150907	9
ENSG00000102743	115
ENSG00000102760	13
ENSG00000226519	110
ENSG00000133112	67
ENSG00000174032	16
ENSG00000136141	4
ENSG00000136156	50
ENSG00000123179	84
ENSG00000123178	71
ENSG00000264864	62
ENSG00000274270	42
ENSG00000236778	44
ENSG00000231856	56
ENSG00000136100	47
ENSG00000165416	7
ENSG00000204899	83
ENSG00000136111	70
ENSG00000188243	125
ENSG00000102805	5
ENSG00000271776	70
ENSG00000136158	100
ENSG00000226683	39
ENSG00000282993	64
ENSG00000278177	92
ENSG00000102580	7
ENSG00000102595	100
ENSG00000260992	11
ENSG00000139800	95
ENSG00000043355	34
ENSG00000274605	56
ENSG00000175198	12
ENSG00000134900	72
ENSG00000134884	80
ENSG00000204442	37
ENSG00000174405	104
ENSG00000139826	79
ENSG00000185950	102
ENSG00000139832	15
ENSG00000153487	88
ENSG00000277767	72
ENSG00000285856	72
ENSG00000126216	66
ENSG00000126226	74
ENSG00000225083	59
ENSG00000198824	84
ENSG00000139890	74
ENSG00000259132	76
ENSG00000100836	87
ENSG00000213983	107
ENSG00000157326	56
ENSG00000092010	78
ENSG00000100918	49
ENSG00000100926	1
ENSG00000213920	2
ENSG00000092330	63
ENSG00000100949	80
ENSG00000157379	58
ENSG00000196943	68
ENSG00000129493	78
ENSG00000203546	69
ENSG00000165410	3
ENSG00000198604	61
ENSG00000136352	52
ENSG00000258940	24
ENSG00000150527	11
ENSG00000168282	6
ENSG00000165506	9
ENSG00000197776	38
ENSG00000165516	60
ENSG00000100485	19
ENSG00000012983	9
ENSG00000100504	98
ENSG00000087302	67
ENSG00000198252	70
ENSG00000100522	4
ENSG00000100523	89
ENSG00000197045	80
ENSG00000020577	8
ENSG00000198554	77
ENSG00000180008	71
ENSG00000131981	87
ENSG00000258682	80
ENSG00000196860	89
ENSG00000126790	40
ENSG00000100612	14
ENSG00000179008	21
ENSG00000184302	8
ENSG00000258777	4
ENSG00000258667	47
ENSG00000270878	77
ENSG00000214770	89
ENSG00000179841	81
ENSG00000126804	64
ENSG00000089775	31
ENSG00000276116	5
ENSG00000258561	39
ENSG00000081181	6
ENSG00000100568	5
ENSG00000072110	99
ENSG00000100731	48
ENSG00000080815	59
ENSG00000258376	89
ENSG00000264741	56
ENSG00000156050	31
ENSG00000119655	14
ENSG00000119689	60
ENSG00000198208	109
ENSG00000119630	11
ENSG00000170345	12
ENSG00000119685	8
ENSG00000258610	64
ENSG00000100580	28
ENSG00000258789	70
ENSG00000042088	63
ENSG00000100764	107
ENSG00000198668	52
ENSG00000119714	5
ENSG00000258798	9
ENSG00000165929	97
ENSG00000066455	82
ENSG00000100604	9
ENSG00000165943	103
ENSG00000012963	104
ENSG00000258572	52
ENSG00000066739	82
ENSG00000140057	93
ENSG00000260806	80
ENSG00000090060	38
ENSG00000258979	73
ENSG00000258749	93
ENSG00000168350	4
ENSG00000100811	18
ENSG00000259052	54
ENSG00000258666	4
ENSG00000240457	87
ENSG00000131323	70
ENSG00000166126	6
ENSG00000198752	81
ENSG00000205436	60
ENSG00000185215	104
ENSG00000259717	101
ENSG00000259374	63
ENSG00000166165	79
ENSG00000260285	30
ENSG00000252469	99
ENSG00000269940	60
ENSG00000269910	91
ENSG00000269958	59
ENSG00000100711	57
ENSG00000258735	14
ENSG00000184990	80
ENSG00000258430	75
ENSG00000179627	69
ENSG00000279140	109
ENSG00000258701	73
ENSG00000184916	5
ENSG00000226174	31
ENSG00000251602	56
ENSG00000257270	50
ENSG00000182809	38
ENSG00000184986	129
ENSG00000258883	40
ENSG00000140157	63
ENSG00000273749	12
ENSG00000128739	107
ENSG00000273173	77
ENSG00000185115	99
ENSG00000256802	27
ENSG00000259448	87
ENSG00000169926	69
ENSG00000285948	52
ENSG00000166922	39
ENSG00000259446	73
ENSG00000215252	104
ENSG00000134146	8
ENSG00000274444	6
ENSG00000137801	39
ENSG00000166073	107
ENSG00000246863	95
ENSG00000230778	105
ENSG00000259330	63
ENSG00000140323	80
ENSG00000259368	91
ENSG00000128928	102
ENSG00000169105	47
ENSG00000137824	81
ENSG00000188277	33
ENSG00000104140	77
ENSG00000104142	74
ENSG00000251161	121
ENSG00000128917	62
ENSG00000128965	65
ENSG00000137825	77
ENSG00000062524	29
ENSG00000174197	82
ENSG00000137802	108
ENSG00000250379	35
ENSG00000168970	83
ENSG00000243789	5
ENSG00000200293	8
ENSG00000137877	99
ENSG00000285942	109
ENSG00000180979	116
ENSG00000137814	91
ENSG00000159433	123
ENSG00000260282	8
ENSG00000140326	97
ENSG00000166946	113
ENSG00000285080	13
ENSG00000128886	84
ENSG00000140264	60
ENSG00000184716	98
ENSG00000242028	97
ENSG00000104133	73
ENSG00000166920	13
ENSG00000104154	126
ENSG00000244879	103
ENSG00000273674	63
ENSG00000069956	95
ENSG00000169856	67
ENSG00000166450	4
ENSG00000069869	109
ENSG00000276524	79
ENSG00000285331	86
ENSG00000140262	118
ENSG00000128918	75
ENSG00000128923	70
ENSG00000140307	63
ENSG00000140299	8
ENSG00000171914	84
ENSG00000140416	78
ENSG00000103642	117
ENSG00000169118	71
ENSG00000180304	54
ENSG00000074603	86
ENSG00000259347	87
ENSG00000103599	86
ENSG00000189227	54
ENSG00000270964	34
ENSG00000137764	15
ENSG00000140350	83
ENSG00000137807	92
ENSG00000137818	13
ENSG00000207119	116
ENSG00000273025	81
ENSG00000159322	7
ENSG00000274937	51
ENSG00000277391	9
ENSG00000178761	13
ENSG00000178741	28
ENSG00000178718	82
ENSG00000167173	81
ENSG00000260274	80
ENSG00000276744	3
ENSG00000169375	15
ENSG00000275454	18
ENSG00000173548	35
ENSG00000260892	34
ENSG00000246877	87
ENSG00000167196	38
ENSG00000259514	14
ENSG00000136425	108
ENSG00000140395	27
ENSG00000277482	92
ENSG00000103811	89
ENSG00000136371	44
ENSG00000259332	138
ENSG00000140406	7
ENSG00000172345	78
ENSG00000140598	110
ENSG00000278603	90
ENSG00000259637	84
ENSG00000103723	19
ENSG00000156232	91
ENSG00000064726	75
ENSG00000166503	7
ENSG00000176371	61
ENSG00000254779	48
ENSG00000275120	4
ENSG00000177082	105
ENSG00000197696	97
ENSG00000140612	90
ENSG00000183655	57
ENSG00000181026	101
ENSG00000140511	96
ENSG00000140545	36
ENSG00000284329	75
ENSG00000140534	63
ENSG00000166823	36
ENSG00000259685	69
ENSG00000185043	88
ENSG00000261147	55
ENSG00000228998	85
ENSG00000184508	11
ENSG00000140553	87
ENSG00000166965	8
ENSG00000258384	88
ENSG00000140450	79
ENSG00000140443	59
ENSG00000168904	90
ENSG00000068305	57
ENSG00000131873	106
ENSG00000131876	68
ENSG00000184277	6
ENSG00000185418	53
ENSG00000260803	83
ENSG00000161981	87
ENSG00000007384	72
ENSG00000269482	45
ENSG00000206177	26
ENSG00000207243	85
ENSG00000086506	15
ENSG00000268836	75
ENSG00000242173	15
ENSG00000103126	69
ENSG00000086504	40
ENSG00000129925	74
ENSG00000236829	65
ENSG00000242612	61
ENSG00000090565	9
ENSG00000266124	49
ENSG00000266235	36
ENSG00000261691	69
ENSG00000161992	47
ENSG00000007541	42
ENSG00000228201	51
ENSG00000262528	49
ENSG00000140983	4
ENSG00000261659	43
ENSG00000279255	13
ENSG00000259840	24
ENSG00000103245	89
ENSG00000102854	101
ENSG00000279136	109
ENSG00000005513	69
ENSG00000260403	69
ENSG00000259910	40
ENSG00000196557	8
ENSG00000260991	60
ENSG00000260284	120
ENSG00000103275	76
ENSG00000007520	92
ENSG00000260425	5
ENSG00000059145	3
ENSG00000260132	37
ENSG00000284395	9
ENSG00000197599	32
ENSG00000279930	34
ENSG00000261641	103
ENSG00000103249	7
ENSG00000260646	34
ENSG00000187535	13
ENSG00000007545	10
ENSG00000206053	92
ENSG00000138834	58
ENSG00000265820	56
ENSG00000074071	37
ENSG00000099769	9
ENSG00000198736	62
ENSG00000207405	18
ENSG00000140988	112
ENSG00000255198	7
ENSG00000273587	5
ENSG00000261790	13
ENSG00000260107	23
ENSG00000065054	37
ENSG00000103197	11
ENSG00000259933	66
ENSG00000167971	30
ENSG00000167965	20
ENSG00000167967	79
ENSG00000261663	75
ENSG00000260778	10
ENSG00000266643	60
ENSG00000284346	7
ENSG00000264004	30
ENSG00000243445	82
ENSG00000167972	97
ENSG00000238098	7
ENSG00000260874	75
ENSG00000274805	28
ENSG00000162068	85
ENSG00000162065	108
ENSG00000260272	96
ENSG00000185883	11
ENSG00000205923	7
ENSG00000140992	80
ENSG00000172382	115
ENSG00000103363	65
ENSG00000059122	57
ENSG00000262482	106
ENSG00000127564	109
ENSG00000262362	14
ENSG00000213937	10
ENSG00000006327	61
ENSG00000261971	86
ENSG00000008516	105
ENSG00000228146	2
ENSG00000140993	18
ENSG00000263212	14
ENSG00000162104	110
ENSG00000090447	22
ENSG00000126603	71
ENSG00000262686	80
ENSG00000217930	11
ENSG00000168140	26
ENSG00000262246	9
ENSG00000103423	16
ENSG00000103415	61
ENSG00000153443	50
ENSG00000168101	2
ENSG00000168096	95
ENSG00000166246	17
ENSG00000266994	65
ENSG00000267795	65
ENSG00000140632	32
ENSG00000118900	115
ENSG00000118898	58
ENSG00000067365	4
ENSG00000260350	32
ENSG00000260979	62
ENSG00000186260	31
ENSG00000140694	64
ENSG00000261465	67
ENSG00000167186	65
ENSG00000261427	18
ENSG00000103550	88
ENSG00000140743	77
ENSG00000260790	84
ENSG00000103404	41
ENSG00000260136	95
ENSG00000168434	85
ENSG00000103353	36
ENSG00000166869	68
ENSG00000166501	103
ENSG00000275494	60
ENSG00000155592	13
ENSG00000077235	43
ENSG00000169180	14
ENSG00000168488	65
ENSG00000260442	33
ENSG00000177548	63
ENSG00000079616	60
ENSG00000280607	3
ENSG00000238045	20
ENSG00000167371	73
ENSG00000280893	36
ENSG00000280789	68
ENSG00000174939	69
ENSG00000149930	69
ENSG00000149929	61
ENSG00000149925	43
ENSG00000149923	18
ENSG00000250616	28
ENSG00000102879	6
ENSG00000169217	82
ENSG00000260219	87
ENSG00000169221	73
ENSG00000278922	26
ENSG00000235560	62
ENSG00000156873	59
ENSG00000103549	24
ENSG00000211591	30
ENSG00000099385	77
ENSG00000261487	49
ENSG00000099377	70
ENSG00000279196	27
ENSG00000255439	8
ENSG00000103507	67
ENSG00000103510	42
ENSG00000052344	14
ENSG00000260060	41
ENSG00000261359	39
ENSG00000103490	24
ENSG00000169900	69
ENSG00000277543	16
ENSG00000156885	21
ENSG00000280132	57
ENSG00000140682	87
ENSG00000140675	13
ENSG00000140688	41
ENSG00000197302	54
ENSG00000261350	67
ENSG00000069329	32
ENSG00000260782	28
ENSG00000155330	36
ENSG00000166123	44
ENSG00000069345	90
ENSG00000261173	55
ENSG00000171208	24
ENSG00000260281	41
ENSG00000102910	41
ENSG00000102935	14
ENSG00000205423	31
ENSG00000259843	31
ENSG00000121274	32
ENSG00000083799	111
ENSG00000264947	44
ENSG00000245694	18
ENSG00000176842	48
ENSG00000159387	29
ENSG00000125124	24
ENSG00000102931	13
ENSG00000102934	27
ENSG00000005194	44
ENSG00000088682	24
ENSG00000276166	86
ENSG00000274816	39
ENSG00000159648	65
ENSG00000166188	56
ENSG00000103005	2
ENSG00000102996	60
ENSG00000070761	72
ENSG00000103037	53
ENSG00000166548	54
ENSG00000140932	76
ENSG00000183723	27
ENSG00000172840	113
ENSG00000166592	63
ENSG00000166595	31
ENSG00000172831	35
ENSG00000280416	35
ENSG00000067955	26
ENSG00000125149	15
ENSG00000102871	33
ENSG00000135722	55
ENSG00000265690	1
ENSG00000102878	71
ENSG00000196123	37
ENSG00000205250	108
ENSG00000102890	36
ENSG00000207948	17
ENSG00000135723	7
ENSG00000159713	30
ENSG00000176387	59
ENSG00000261320	6
ENSG00000159720	16
ENSG00000276075	115
ENSG00000259804	97
ENSG00000102977	22
ENSG00000102981	91
ENSG00000124074	51
ENSG00000159761	59
ENSG00000141098	22
ENSG00000102898	92
ENSG00000038358	128
ENSG00000188038	74
ENSG00000159792	110
ENSG00000205220	39
ENSG00000261884	33
ENSG00000213398	90
ENSG00000072736	49
ENSG00000103067	56
ENSG00000261469	64
ENSG00000103066	59
ENSG00000275383	31
ENSG00000103047	71
ENSG00000103044	91
ENSG00000141076	6
ENSG00000168807	42
ENSG00000132612	65
ENSG00000141101	23
ENSG00000285710	71
ENSG00000279569	89
ENSG00000103043	13
ENSG00000180917	11
ENSG00000260734	20
ENSG00000261513	67
ENSG00000259972	19
ENSG00000261079	21
ENSG00000103091	12
ENSG00000186187	26
ENSG00000168925	18
ENSG00000261717	13
ENSG00000135702	34
ENSG00000205084	14
ENSG00000166848	49
ENSG00000186153	73
ENSG00000103121	46
ENSG00000166455	97
ENSG00000245059	16
ENSG00000261029	115
ENSG00000260932	7
ENSG00000140943	17
ENSG00000260018	23
ENSG00000103160	93
ENSG00000140950	29
ENSG00000135686	11
ENSG00000103196	33
ENSG00000135709	43
ENSG00000131153	22
ENSG00000131143	31
ENSG00000280278	55
ENSG00000140941	19
ENSG00000277504	5
ENSG00000179588	40
ENSG00000263456	62
ENSG00000261744	7
ENSG00000158545	50
ENSG00000124391	74
ENSG00000051523	7
ENSG00000167508	16
ENSG00000185669	40
ENSG00000259813	42
ENSG00000158717	56
ENSG00000174177	19
ENSG00000224888	8
ENSG00000167513	9
ENSG00000141012	25
ENSG00000167515	75
ENSG00000205022	6
ENSG00000259881	20
ENSG00000205018	33
ENSG00000259989	59
ENSG00000256982	32
ENSG00000180422	9
ENSG00000205015	14
ENSG00000129910	33
ENSG00000259803	60
ENSG00000170100	65
ENSG00000197912	52
ENSG00000178773	21
ENSG00000260259	2
ENSG00000185324	6
ENSG00000075399	3
ENSG00000261373	20
ENSG00000187741	7
ENSG00000141002	5
ENSG00000267048	27
ENSG00000259006	8
ENSG00000258947	25
ENSG00000140995	16
ENSG00000177946	10
ENSG00000141013	22
ENSG00000179409	23
ENSG00000231784	54
ENSG00000167699	29
ENSG00000167193	7
ENSG00000197879	13
ENSG00000236618	18
ENSG00000167705	14
ENSG00000185561	4
ENSG00000186594	77
ENSG00000167716	21
ENSG00000185924	65
ENSG00000108963	32
ENSG00000267200	25
ENSG00000267195	69
ENSG00000177374	47
ENSG00000262456	25
ENSG00000272911	31
ENSG00000262903	46
ENSG00000213977	16
ENSG00000127774	36
ENSG00000177602	10
ENSG00000185722	22
ENSG00000263882	6
ENSG00000183018	44
ENSG00000141497	30
ENSG00000182853	57
ENSG00000182327	6
ENSG00000205710	36
ENSG00000108528	11
ENSG00000091640	8
ENSG00000262429	16
ENSG00000262227	24
ENSG00000196388	110
ENSG00000129204	54
ENSG00000282936	60
ENSG00000129235	21
ENSG00000108839	23
ENSG00000219200	37
ENSG00000258315	29
ENSG00000132535	7
ENSG00000262302	27
ENSG00000006047	16
ENSG00000213859	34
ENSG00000205544	59
ENSG00000181323	33
ENSG00000262624	65
ENSG00000161958	14
ENSG00000174282	51
ENSG00000276384	13
ENSG00000161955	83
ENSG00000129194	7
ENSG00000108947	4
ENSG00000167874	43
ENSG00000179859	32
ENSG00000214999	63
ENSG00000220205	17
ENSG00000266824	28
ENSG00000196544	40
ENSG00000108961	22
ENSG00000265749	57
ENSG00000184619	68
ENSG00000189051	15
ENSG00000161973	45
ENSG00000133028	23
ENSG00000170222	44
ENSG00000007174	2
ENSG00000263707	69
ENSG00000125430	33
ENSG00000170425	22
ENSG00000011295	61
ENSG00000181350	38
ENSG00000179598	70
ENSG00000265511	27
ENSG00000108557	30
ENSG00000274111	10
ENSG00000207839	5
ENSG00000108591	50
ENSG00000279428	6
ENSG00000091542	86
ENSG00000266677	20
ENSG00000176974	4
ENSG00000262202	9
ENSG00000277947	25
ENSG00000281000	16
ENSG00000221540	11
ENSG00000274180	30
ENSG00000109046	28
ENSG00000237575	38
ENSG00000265480	18
ENSG00000004142	8
ENSG00000273171	17
ENSG00000004139	81
ENSG00000076351	17
ENSG00000087111	15
ENSG00000076382	11
ENSG00000227543	12
ENSG00000132589	28
ENSG00000266642	41
ENSG00000284162	13
ENSG00000168792	5
ENSG00000167549	14
ENSG00000266490	42
ENSG00000196712	17
ENSG00000131242	13
ENSG00000172301	20
ENSG00000141314	15
ENSG00000266718	63
ENSG00000176658	28
ENSG00000005156	32
ENSG00000073536	23
ENSG00000267312	39
ENSG00000267592	45
ENSG00000270885	25
ENSG00000274767	30
ENSG00000278535	19
ENSG00000275700	59
ENSG00000276023	82
ENSG00000275066	70
ENSG00000277688	48
ENSG00000273604	24
ENSG00000275238	34
ENSG00000275023	19
ENSG00000273627	11
ENSG00000275665	52
ENSG00000279119	49
ENSG00000276293	7
ENSG00000265784	27
ENSG00000263818	11
ENSG00000266101	8
ENSG00000173991	22
ENSG00000265178	50
ENSG00000141741	12
ENSG00000188895	15
ENSG00000183153	36
ENSG00000264655	40
ENSG00000171345	5
ENSG00000173812	67
ENSG00000173805	22
ENSG00000173801	24
ENSG00000141756	7
ENSG00000131473	4
ENSG00000173786	35
ENSG00000267221	22
ENSG00000108771	71
ENSG00000108773	13
ENSG00000260325	62
ENSG00000126561	58
ENSG00000266929	62
ENSG00000108785	42
ENSG00000108786	10
ENSG00000266962	77
ENSG00000108788	35
ENSG00000131470	21
ENSG00000037042	71
ENSG00000108797	49
ENSG00000108799	21
ENSG00000131467	12
ENSG00000131480	23
ENSG00000108825	9
ENSG00000198863	6
ENSG00000108828	24
ENSG00000108830	35
ENSG00000184988	11
ENSG00000108861	28
ENSG00000108852	3
ENSG00000261514	53
ENSG00000108840	61
ENSG00000161664	29
ENSG00000267394	70
ENSG00000267750	10
ENSG00000073670	5
ENSG00000186185	58
ENSG00000131094	48
ENSG00000277249	49
ENSG00000181513	83
ENSG00000233175	97
ENSG00000184922	44
ENSG00000267278	28
ENSG00000233483	71
ENSG00000184361	90
ENSG00000006062	56
ENSG00000120088	31
ENSG00000263766	25
ENSG00000198933	36
ENSG00000167182	29
ENSG00000120093	26
ENSG00000120075	13
ENSG00000120068	12
ENSG00000242407	5
ENSG00000170703	31
ENSG00000136436	26
ENSG00000251461	13
ENSG00000198740	18
ENSG00000279036	16
ENSG00000250310	16
ENSG00000182575	22
ENSG00000108813	16
ENSG00000167100	33
ENSG00000015532	40
ENSG00000108829	12
ENSG00000136457	6
ENSG00000136444	39
ENSG00000247011	31
ENSG00000243678	13
ENSG00000166263	95
ENSG00000121060	25
ENSG00000264112	41
ENSG00000005379	10
ENSG00000176160	57
ENSG00000175175	31
ENSG00000224738	58
ENSG00000108395	9
ENSG00000201524	22
ENSG00000283538	10
ENSG00000136485	48
ENSG00000136490	14
ENSG00000279369	57
ENSG00000087191	38
ENSG00000108592	11
ENSG00000224383	10
ENSG00000266473	6
ENSG00000154217	96
ENSG00000186665	18
ENSG00000265055	21
ENSG00000265100	12
ENSG00000196704	12
ENSG00000108932	23
ENSG00000154265	34
ENSG00000166685	38
ENSG00000133193	5
ENSG00000179604	57
ENSG00000246731	14
ENSG00000141540	18
ENSG00000284186	21
ENSG00000266036	7
ENSG00000109065	43
ENSG00000109066	32
ENSG00000182040	9
ENSG00000109089	60
ENSG00000167862	29
ENSG00000167863	30
ENSG00000180901	27
ENSG00000279035	76
ENSG00000125458	37
ENSG00000189159	72
ENSG00000125450	110
ENSG00000125447	8
ENSG00000284595	51
ENSG00000177303	38
ENSG00000266714	72
ENSG00000132470	30
ENSG00000266980	49
ENSG00000132481	24
ENSG00000141569	68
ENSG00000267342	11
ENSG00000204316	13
ENSG00000167880	14
ENSG00000167881	23
ENSG00000182473	44
ENSG00000129654	13
ENSG00000267128	86
ENSG00000129646	54
ENSG00000161542	50
ENSG00000176170	36
ENSG00000175931	47
ENSG00000267078	9
ENSG00000181038	39
ENSG00000267168	50
ENSG00000283805	33
ENSG00000263718	48
ENSG00000167895	44
ENSG00000187997	56
ENSG00000283914	78
ENSG00000087157	3
ENSG00000055483	9
ENSG00000141570	52
ENSG00000262768	21
ENSG00000262772	84
ENSG00000141582	34
ENSG00000261978	92
ENSG00000141519	68
ENSG00000171298	37
ENSG00000279259	86
ENSG00000260369	82
ENSG00000171246	41
ENSG00000261924	5
ENSG00000176108	13
ENSG00000263218	12
ENSG00000175866	8
ENSG00000181409	6
ENSG00000207736	11
ENSG00000283604	22
ENSG00000221025	11
ENSG00000225180	34
ENSG00000141577	6
ENSG00000260005	11
ENSG00000224877	89
ENSG00000276101	60
ENSG00000262223	48
ENSG00000262877	68
ENSG00000266189	11
ENSG00000263271	9
ENSG00000229848	11
ENSG00000204237	20
ENSG00000185298	15
ENSG00000185359	24
ENSG00000277784	59
ENSG00000215644	28
ENSG00000262831	13
ENSG00000141552	27
ENSG00000185813	22
ENSG00000187531	55
ENSG00000264769	7
ENSG00000265688	35
ENSG00000235296	71
ENSG00000185269	8
ENSG00000264735	4
ENSG00000169696	10
ENSG00000169689	54
ENSG00000169750	33
ENSG00000279372	14
ENSG00000169738	6
ENSG00000169718	15
ENSG00000265678	20
ENSG00000260011	100
ENSG00000141580	8
ENSG00000279613	15
